href,id,contents,key,date,contents_order,hate,hate_categories,hate_degree,position1,position2
/bbs/Gossiping/M.1629298701.A.877.html,diefishfish, 高端仔崩潰，萬人響應 35%落跑,疫苗,    39.12.36.59 08/18 22:58 ,1,1,,,,
/bbs/Gossiping/M.1629292716.A.D3C.html,coollfd, 低能兒才去搶高端,疫苗, 123.194.142.33 08/18 21:19 ,2,1,,,,
/bbs/Gossiping/M.1629291966.A.02D.html,scum5566, 我低端仔 只配打莫得那bnt 抱歉,疫苗,111.252.93.219 08/18 21:08 ,11,1,,,,
/bbs/Gossiping/M.1629291577.A.73A.html,rainin, Respect 反觀高端戰隊,疫苗,    42.77.145.2 08/18 21:25 ,58,1,,,,
/bbs/Gossiping/M.1629291129.A.90F.html,coollfd, 疫苗高端，人生低端,疫苗, 123.194.142.33 08/18 20:55 ,2,1,,,,
/bbs/Gossiping/M.1629291129.A.90F.html,Belanice, 疫苗高端 被當喜憨,疫苗,  1.160.108.109 08/18 20:56 ,4,1,,,,
/bbs/Gossiping/M.1629288202.A.531.html,sustainer123, 吃屎 20-35也打不到BNT 洗洗睡,疫苗, 223.136.234.23 08/18 20:04 ,13,1,,,,
/bbs/Gossiping/M.1629288202.A.531.html,kenny468, 我就高端仔啊怎樣,疫苗,123.192.124.248 08/18 20:04 ,15,1,,,,
/bbs/Gossiping/M.1629288202.A.531.html,inshadow, 讚讚讚 謝謝高端仔的付出 BNT離我又近了,疫苗,  61.227.123.61 08/18 20:08 ,62,1,,,,
/bbs/Gossiping/M.1629288202.A.531.html,TaiwanUp, 還在酸817 很多人早就響應AZ了 智障嗎,疫苗,  39.13.103.129 08/18 20:11 ,87,1,,,,
/bbs/Gossiping/M.1629288202.A.531.html,TaiwanUp, 等莫德納和BNT的支納粹份子們反而才是87,疫苗,  39.13.103.129 08/18 20:11 ,92,1,,,,
/bbs/Gossiping/M.1629288202.A.531.html,IPena, 感恩高端仔，我離BNT越來越近了,疫苗,  118.232.32.44 08/18 21:15 ,247,1,,,,
/bbs/Gossiping/M.1629288202.A.531.html,qoomai, 高端留給覺青就好 感謝你們,疫苗, 220.143.159.79 08/18 22:18 ,307,1,,,,
/bbs/Gossiping/M.1629288202.A.531.html,DDRent5566, 覺青該上車了哦 高端列車,疫苗,223.136.114.166 08/18 22:54 ,336,1,,,,
/bbs/Gossiping/M.1629285827.A.83F.html,cocabell, 護高端 當覺青 免三期 好安心,疫苗,   1.200.251.17 08/18 19:27 ,40,1,,,,
/bbs/Gossiping/M.1629284122.A.C50.html,avgirl, 垃圾高端疫苗，沒有國際認證!!!!!!!!垃圾高端疫苗，沒有國際認證!!!!!!!!,疫苗,36.230.95.162 08/18 19:03 ,11,1,,,,
/bbs/Gossiping/M.1629284081.A.FDB.html,jokem, 我BNT的機率提高了 感謝高端仔,疫苗,    61.62.79.97 08/18 19:03 ,47,1,,,,
/bbs/Gossiping/M.1629284081.A.FDB.html,ramirez, 好多喔 高端勇士,疫苗,   42.77.22.251 08/18 19:07 ,75,1,,,,
/bbs/Gossiping/M.1629284081.A.FDB.html,ttyyll03, 謝謝高端仔 把低端外國疫苗留給我,疫苗,    1.175.95.42 08/18 19:22 ,97,1,,,,
/bbs/Gossiping/M.1629284081.A.FDB.html,abc22753939, 媽的！別來跟我搶喔！！！ 我說BNT,疫苗,  111.71.15.211 08/18 19:28 ,108,1,,,,
/bbs/Gossiping/M.1629284081.A.FDB.html,toty1101, 什麼垃圾新聞 國外疫苗充足誰還打高端可悲的事情講得像喜事,疫苗,  114.25.168.97 08/18 20:33 ,172,1,,,,
/bbs/Gossiping/M.1629284081.A.FDB.html,sandy0327, 膹青大學仔快打低端 別搶bnt莫德納,疫苗, 118.165.131.90 08/18 21:29 ,193,1,,,,
/bbs/Gossiping/M.1629279524.A.63A.html,kosac, 選高端理性，蟑螂邏輯,疫苗, 223.137.157.98 08/18 18:07 ,43,1,,,,
/bbs/Gossiping/M.1629279290.A.77B.html,annie06045, 只有高端有貨 叫做有得選 垃圾啊,疫苗, 114.34.125.248 08/18 17:39 ,19,1,,,,
/bbs/Gossiping/M.1629278293.A.46F.html,StylishTrade, 低端人口打高端疫苗 XDDDDDDDDDD,疫苗,111.249.188.184 08/18 17:19 ,7,1,,,,
/bbs/Gossiping/M.1629278293.A.46F.html,cloud7515, 韭菜還想選擇啊 乖乖打高端吧,疫苗, 223.137.191.99 08/18 17:20 ,12,1,,,,
/bbs/Gossiping/M.1629278293.A.46F.html,pk0805449, 韭菜有打高端跟不打疫苗兩種選擇,疫苗, 114.137.46.173 08/18 17:24 ,41,1,,,,
/bbs/Gossiping/M.1629272211.A.C02.html,taikonkimo, 羨慕高端仔 一個人可以打五劑了,疫苗, 218.173.66.109 08/18 15:37 ,2,1,,,,
/bbs/Gossiping/M.1629272211.A.C02.html,eatgod002, 台灣打高端 覺青護台灣,疫苗,223.140.119.171 08/18 15:51 ,48,1,,,,
/bbs/Gossiping/M.1629272211.A.C02.html,pchunters, 羨慕，這樣高端仔可以打到第8劑,疫苗,  110.28.72.227 08/18 16:25 ,96,1,,,,
/bbs/Gossiping/M.1629272211.A.C02.html,yao03911, 覺青感覺預約單打高端趕快,疫苗,  36.230.207.16 08/18 16:43 ,100,1,,,,
/bbs/Gossiping/M.1629271066.A.ABE.html,pytzog, 結果智商最高的是苗栗國，其他縣市的韭菜乖乖打高端吧,疫苗,    49.216.6.68 08/18 15:33 ,80,1,,,,
/bbs/Gossiping/M.1629271066.A.ABE.html,Alan7366, 蟑螂腦邏輯 不打高端=打科興,疫苗,  110.30.97.185 08/18 17:29 ,163,1,,,,
/bbs/Gossiping/M.1629271066.A.ABE.html,chkao, 苗栗國智障邏輯，不打高端等於打科興？井底之蛙，夏蟲不可語冰,疫苗,     39.8.4.198 08/18 17:51 ,166,1,,,,
/bbs/Gossiping/M.1629271066.A.ABE.html,chun47, 好多蟑螂哦，自己去打阿愛打高端去最有台灣價值的高雄台南打,疫苗,  101.12.30.148 08/18 17:56 ,169,1,,,,
/bbs/Gossiping/M.1629269477.A.E52.html,atelier, 高端仔好好想想 這樣不尊重科學的護航,疫苗,   61.222.164.3 08/18 15:22 ,25,1,,,,
/bbs/Gossiping/M.1629268957.A.FB0.html,joydow, 我高端仔的朋友在生悶氣中，給點同理心,疫苗,    1.200.136.2 08/18 14:47 ,9,1,,,,
/bbs/Gossiping/M.1629268689.A.595.html,antineutrino, 是韭菜就乖乖打高端,疫苗, 111.83.177.228 08/18 14:42 ,10,1,,,,
/bbs/Gossiping/M.1629267451.A.D43.html,ppav0v0v, 高端0% 大勝垃圾外國疫苗,疫苗, 223.141.161.29 08/18 14:23 ,34,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,ghchen1978, 打了高端，成為高端-韭菜,疫苗,  219.91.23.233 08/18 14:11 ,94,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,anoreader, 覺青打越多！bnt讓更多可以打！拜託,疫苗,111.243.107.176 08/18 14:11 ,96,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,JackaLMeI, 輪到你就去打 高端仔一個都不要跑,疫苗, 114.136.206.56 08/18 14:12 ,101,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,KDGC, 我真羨慕高端仔 兩劑高端 一生平安,疫苗,   123.204.8.18 08/18 14:15 ,153,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,andy00319, 817智障們 快去打高端,疫苗,223.137.227.175 08/18 14:17 ,188,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,longgnol, 以後沒打高端還敢說愛台灣的覺青，家裡人全部死於非命,疫苗, 180.217.31.153 08/18 14:18 ,201,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,DustToDust, 鍵盤高端仔躲去哪了,疫苗, 36.233.246.149 08/18 14:19 ,207,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,carsly, 蟑螂可以上場救高端了,疫苗, 223.137.207.67 08/18 14:20 ,223,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,bluezoo, 高端戰士快啊都給我約起來,疫苗,    42.73.33.30 08/18 14:22 ,250,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,tsubasa0723, BNT會這樣我輸你啦 覺青,疫苗,  223.137.32.31 08/18 14:25 ,286,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,maxjoe, 817覺青 手臂獻給高端,疫苗,   1.174.175.63 08/18 14:27 ,308,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,chiz2, 幹你娘飛關島幾萬塊而已，你媽的打高端我不,疫苗,   1.171.47.146 08/18 14:31 ,345,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,tino0705, 聯亞的行為還比較正常。覺青為何不挺,疫苗,  27.242.72.221 08/18 15:13 ,601,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,taikonkimo, 每個人打三劑 ok的 羨慕高端仔,疫苗, 218.173.66.109 08/18 15:18 ,619,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,bryanwang, 高端給高端打，低端滾旁邊去。,疫苗,114.137.174.149 08/18 15:36 ,703,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,huohuang0124, @ivanos一直叫別人去打高端，你滾去打高端了嗎,疫苗, 114.136.70.213 08/18 17:18 ,830,1,,,,
/bbs/Gossiping/M.1629266825.A.437.html,andboypig, 假賽啦 誰想打高端,疫苗,  36.239.155.71 08/18 18:36 ,882,1,,,,
/bbs/Gossiping/M.1629266815.A.945.html,carsly, 蟑螂上吧，打完就升級成哺乳類高端鼠了,疫苗, 223.137.207.67 08/18 14:09 ,38,1,,,,
/bbs/Gossiping/M.1629266815.A.945.html,kaodio, 新鮮的高端戰隊,疫苗,  36.225.143.29 08/18 14:09 ,40,1,,,,
/bbs/Gossiping/M.1629266815.A.945.html,ssh713, 靠 20-35的覺青中堅層才不到30萬登記高端,疫苗,123.192.220.209 08/18 14:15 ,88,1,,,,
/bbs/Gossiping/M.1629266815.A.945.html,Plants, 打高端  低端人生轉高端,疫苗, 60.248.179.113 08/18 14:32 ,131,1,,,,
/bbs/Gossiping/M.1629266815.A.945.html,knml, 覺青恭喜，終於有高端可打,疫苗,    39.8.198.86 08/18 14:33 ,133,1,,,,
/bbs/Gossiping/M.1629266815.A.945.html,vincecarterx, 低能兒不是把高端吹上天 那還不打爆,疫苗,  114.34.84.249 08/18 15:02 ,160,1,,,,
/bbs/Gossiping/M.1629266815.A.945.html,JackaLMeI, 蟑螂終於可以不用嘴打高端惹吧 快上R,疫苗, 114.136.206.56 08/18 16:09 ,190,1,,,,
/bbs/Gossiping/M.1629262365.A.7E3.html,freeclouds, 說真的 只有人渣跟智障才會打高端,疫苗,    1.200.30.75 08/18 13:09 ,53,1,,,,
/bbs/Gossiping/M.1629262365.A.7E3.html,daniel3658, 覺青的失智高端列車要開了嗎?,疫苗,   117.56.55.45 08/18 14:11 ,144,1,,,,
/bbs/Gossiping/M.1629262365.A.7E3.html,yao03911, 符水香油錢可能比高端高喔哪裡智障你跟講保護力多少啊,疫苗,  36.230.207.16 08/18 15:54 ,182,1,,,,
/bbs/Gossiping/M.1629260594.A.526.html,mig, AZ仔就笑你們這些只會看中和抗體量的智障,疫苗,  114.137.78.82 08/18 12:26 ,32,1,,,,
/bbs/Gossiping/M.1629260594.A.526.html,bluezoo, 各位高端戰士快獻出你的手臂,疫苗,    42.73.33.30 08/18 12:33 ,63,1,,,,
/bbs/Gossiping/M.1629260594.A.526.html,iamhcy, 讚，可以全面停打AZ這種糞疫苗了吧,疫苗,  42.76.102.253 08/18 15:00 ,113,1,,,,
/bbs/Gossiping/M.1629260117.A.7DA.html,jay123peter, 很好啊，讓甲甲去測試高端保護力，請4x也去打起來,疫苗,  106.1.206.136 08/18 12:24 ,13,1,,,,
/bbs/Gossiping/M.1629259109.A.731.html,wayne0215, 幹拎娘機掰，高端用料都用最頂的，一支疫苗根本沒什麼賺,疫苗,    42.72.69.99 08/18 12:00 ,3,1,,,,
/bbs/Gossiping/M.1629258218.A.ADA.html,hjkkk123, 反觀AZ特戰隊,疫苗,  101.12.89.196 08/18 11:59 ,87,1,,,,
/bbs/Gossiping/M.1629254370.A.B03.html,garcia, 鍵盤高端仔會說你拿不出小黃卡 不怕你,疫苗,  36.235.114.11 08/18 12:01 ,87,1,,,,
/bbs/Gossiping/M.1629254370.A.B03.html,justiceyes, 真高端仔，致敬一下,疫苗, 220.137.34.200 08/18 12:57 ,116,1,,,,
/bbs/Gossiping/M.1629254370.A.B03.html,addition104, 有錢拿的高端仔比較聰明,疫苗, 111.241.19.190 08/18 13:27 ,124,1,,,,
/bbs/Gossiping/M.1629252967.A.0AC.html,verydolungbe, 都假覺青去出征 為了搞臭高端,疫苗,  111.71.46.247 08/18 11:51 ,47,1,,,,
/bbs/Gossiping/M.1629252967.A.0AC.html,awaken, 低能蟑：不挺睪端，那你一定是科興仔,疫苗,  42.73.107.220 08/18 12:15 ,48,1,,,,
/bbs/Gossiping/M.1629252068.A.D94.html,xanxus27, 樓下 你肛門為什麼有高端疫苗,疫苗, 98.146.195.177 08/18 10:02 ,5,1,,,,
/bbs/Gossiping/M.1629248763.A.153.html,chaffy, 不用講這麼多 等下禮拜高端仔打完出國就知道了啦,疫苗,  1.171.123.118 08/18 09:57 ,18,1,,,,
/bbs/Gossiping/M.1629248392.A.FB1.html,weijinsusu, 好再說高端仔出國跟打莫德納待遇有沒一樣,疫苗,    39.9.69.219 08/18 09:03 ,13,1,,,,
/bbs/Gossiping/M.1629248392.A.FB1.html,TZUYIC, 高端仔可不可以正面回答這個問題，不要躲,疫苗, 111.71.215.168 08/18 09:04 ,32,1,,,,
/bbs/Gossiping/M.1629248392.A.FB1.html,weijinsusu, 現在的方法是疫苗護照出來前的權宜，等疫苗護照出來，高端仔再說沒差,疫苗,    39.9.69.219 08/18 09:22 ,73,1,,,,
/bbs/Gossiping/M.1629244266.A.5E0.html,mxr, 陳屍中踩著國人屍體邁向高端,疫苗,   42.73.52.163 08/18 08:49 ,187,1,,,,
/bbs/Gossiping/M.1629244266.A.5E0.html,sturmpionier, 垃圾疫苗 台灣就是要打高端啦,疫苗,   39.11.43.188 08/18 10:03 ,291,1,,,,
/bbs/Gossiping/M.1629236233.A.39D.html,linbsing, 呆子高端的一生  充滿疑問,疫苗, 110.28.195.193 08/18 07:47 ,22,1,,,,
/bbs/Gossiping/M.1629213285.A.E83.html,krara, 我就等高端仔出國時遇到的這種情況上新聞XD,疫苗,125.231.174.33 08/17 23:16 ,2,1,,,,
/bbs/Gossiping/M.1629213285.A.E83.html,DustToDust, 坐等高端仔回國崩潰哭訴,疫苗, 36.233.246.149 08/17 23:31 ,18,1,,,,
/bbs/Gossiping/M.1629212489.A.8A5.html,darkholy, 高端仔沒你的事喔，快去打高端,疫苗,   223.138.16.4 08/17 23:07 ,17,1,,,,
/bbs/Gossiping/M.1629212489.A.8A5.html,pinkowa, 你他媽全家滾去打高端啦,疫苗,  36.226.15.199 08/17 23:14 ,29,1,,,,
/bbs/Gossiping/M.1629212489.A.8A5.html,kaz, 高端仔管那麽多 約了嗎,疫苗,  111.71.41.255 08/17 23:22 ,37,1,,,,
/bbs/Gossiping/M.1629212489.A.8A5.html,polestar0505, 又是個雙標高端仔 不打小心死全家,疫苗,   111.71.54.38 08/17 23:47 ,48,1,,,,
/bbs/Gossiping/M.1629212489.A.8A5.html,isly831130, 你可以去打高端啊噁心,疫苗,   1.171.123.81 08/18 00:55 ,72,1,,,,
/bbs/Gossiping/M.1629212489.A.8A5.html,nanashi07, 高端仔關心 BNT 做啥,疫苗, 114.32.157.193 08/18 07:15 ,83,1,,,,
/bbs/Gossiping/M.1629209834.A.4A9.html,milleniue, 覺青快入伍啊，有高端可以打耶,疫苗, 219.68.237.245 08/17 22:44 ,16,1,,,,
/bbs/Gossiping/M.1629209159.A.61B.html,grandzxcv, 萬一以後變成必要條件，你高端仔就吃土,疫苗,   39.12.163.40 08/18 01:24 ,69,1,,,,
/bbs/Gossiping/M.1629207925.A.0C5.html,asdqw, 高端戰士量產,疫苗, 115.43.251.172 08/17 21:57 ,100,1,,,,
/bbs/Gossiping/M.1629207925.A.0C5.html,bbs0840738, 高端戰士 聽起來很屌,疫苗,  125.230.91.26 08/17 21:59 ,113,1,,,,
/bbs/Gossiping/M.1629207925.A.0C5.html,moon128, 高端戰士 國軍有救了,疫苗,   1.169.167.91 08/17 22:00 ,123,1,,,,
/bbs/Gossiping/M.1629207925.A.0C5.html,BaRanKa, 高端戰士 名字聽起來就威,疫苗,  1.163.140.202 08/17 22:08 ,179,1,,,,
/bbs/Gossiping/M.1629207925.A.0C5.html,aikensh, 高端戰士小韭菜 手中無籤在此抽籤,疫苗,   39.8.198.133 08/17 22:10 ,192,1,,,,
/bbs/Gossiping/M.1629207925.A.0C5.html,nttc, 高端戰士，不好嗎？,疫苗,  61.224.172.45 08/17 22:21 ,248,1,,,,
/bbs/Gossiping/M.1629207925.A.0C5.html,tist, 官員、親屬打進口，國軍打高端垃圾,疫苗,   36.227.81.25 08/17 22:51 ,404,1,,,,
/bbs/Gossiping/M.1629207925.A.0C5.html,JayceYen, 志願高端仔,疫苗,    1.169.204.8 08/17 23:30 ,514,1,,,,
/bbs/Gossiping/M.1629207925.A.0C5.html,higo777, 吃萊豬 打高端 國軍真韭菜,疫苗,     42.74.9.98 08/18 06:00 ,685,1,,,,
/bbs/Gossiping/M.1629207644.A.F44.html,tsubasa0723, 高端仔都躲起來了,疫苗,223.136.136.177 08/17 22:11 ,54,1,,,,
/bbs/Gossiping/M.1629207644.A.F44.html,loveponpon, 高端仔快點啊 817 財經網嬍emmy快上啊,疫苗,  101.9.238.169 08/17 22:14 ,55,1,,,,
/bbs/Gossiping/M.1629202664.A.80C.html,jerrychuang, 高端戰士站出來，捐出你的手臂阿,疫苗, 114.37.133.194 08/17 20:29 ,40,1,,,,
/bbs/Gossiping/M.1629202664.A.80C.html,ULSHAN, 冥進洞支持者都是這副死同性戀樣建議爐渣菸党企劃打高端送唉鳳、PS5,疫苗,  36.233.160.26 08/17 21:15 ,99,1,,,,
/bbs/Gossiping/M.1629202664.A.80C.html,dino51, 高端仔不要射後不理ㄋㄟ,疫苗,    42.77.19.58 08/17 22:53 ,150,1,,,,
/bbs/Gossiping/M.1629202664.A.80C.html,vincecarterx, 到底誰這麼蠢要打高端阿 7414比較快,疫苗, 219.70.206.238 08/18 00:07 ,173,1,,,,
/bbs/Gossiping/M.1629202664.A.80C.html,sean1979, 35以下的我們可以打了耶，衝啊，高端仔，還不打爆自己,疫苗,   42.72.90.117 08/18 07:58 ,188,1,,,,
/bbs/Gossiping/M.1629185448.A.902.html,Leoreo, 支持覺青抗中保台 服役2年每年打3劑高端,疫苗,   114.24.115.8 08/17 15:37 ,22,1,,,,
/bbs/Gossiping/M.1629185448.A.902.html,hyuchi0202, 韭菜只有高端啦 根本不羨慕,疫苗,  111.250.42.46 08/17 15:44 ,36,1,,,,
/bbs/Gossiping/M.1629185448.A.902.html,ruby00514, 滾去打高端了,疫苗, 223.137.31.122 08/17 16:05 ,61,1,,,,
/bbs/Gossiping/M.1629185448.A.902.html,jfriendtw, 吃萊豬打高端，死好,疫苗, 27.242.102.255 08/17 17:03 ,84,1,,,,
/bbs/Gossiping/M.1629185448.A.902.html,r51211214, 幫忙消高端很好啊 剛好進去的都韭菜,疫苗,    42.72.79.62 08/17 19:26 ,100,1,,,,
/bbs/Gossiping/M.1629168653.A.472.html,shenru, 高端仔去死,疫苗,   101.12.54.80 08/17 13:31 ,29,1,,,,
/bbs/Gossiping/M.1629162505.A.2EC.html,geniusw, 聽那票狗雜碎去打高端 才是真正可悲韭菜,疫苗, 165.225.97.114 08/17 09:14 ,54,1,,,,
/bbs/Gossiping/M.1629162505.A.2EC.html,charlie2010, 不打高端等著失智+不舉+不孕，笑死,疫苗,   42.73.204.84 08/17 09:49 ,208,1,,,,
/bbs/Gossiping/M.1629162505.A.2EC.html,cool10528, 全力支持高端，但留給韭菜打,疫苗,223.137.225.126 08/17 10:20 ,260,1,,,,
/bbs/Gossiping/M.1629162505.A.2EC.html,RAY1203, 你他媽的智障專家接種高端阿廢物,疫苗, 220.228.146.66 08/17 10:32 ,278,1,,,,
/bbs/Gossiping/M.1629162505.A.2EC.html,shitboy, 選高端丟垃圾桶，後面沒說完,疫苗,  42.72.137.203 08/17 11:00 ,305,1,,,,
/bbs/Gossiping/M.1629162505.A.2EC.html,herro760920, 他只說選，又沒說選來給自己打，選來打韭菜我也選高端啊,疫苗,223.140.219.160 08/17 12:05 ,348,1,,,,
/bbs/Gossiping/M.1629156404.A.310.html,C00L, 當你az moderna第二劑的大缺口就擺在那邊國外疫苗又死不進 你他媽韭菜是要打洨國外疫苗? 看到az進個幾十萬劑就覺得自己打的到的是不是太好笑?,疫苗,   223.137.39.1 08/17 07:47 ,26,1,,,,
/bbs/Gossiping/M.1629105887.A.810.html,colaer, 應該是加了那明年的三千劑莫德納，真他媽有夠智障,疫苗,     39.12.9.42 08/16 18:27 ,50,1,,,,
/bbs/Gossiping/M.1629103538.A.52A.html,paulsama, 甘我屁事，我的疫苗呢？ 垃圾高端留給垃圾,疫苗, 111.243.55.184 08/16 19:43 ,104,1,,,,
/bbs/Gossiping/M.1629103072.A.25C.html,Marty, 吱障  請問BNT到貨了嗎?,疫苗,118.160.68.36 08/16 16:39 ,3,1,,,,
/bbs/Gossiping/M.1629103072.A.25C.html,castjane, bnt匪代理疫苗 噁,疫苗,36.230.31.49 08/16 16:39 ,7,1,,,,
/bbs/Gossiping/M.1629102366.A.9B7.html,beta0907, 官員絕對三劑都國外 剩高端給賤民打,疫苗,  49.216.26.121 08/16 16:43 ,167,1,,,,
/bbs/Gossiping/M.1629102366.A.9B7.html,jiemayday, 樓上sky大是反串嗎？先去日本交流協會前面舔人家腳趾看看人家會不會送呆丸輝瑞,疫苗,   42.72.120.12 08/16 17:30 ,328,1,,,,
/bbs/Gossiping/M.1629102247.A.B19.html,dogkid, 只差沒有明說各位韭菜，高端可打你各位就要,疫苗,  203.67.210.77 08/16 16:28 ,32,1,,,,
/bbs/Gossiping/M.1629102247.A.B19.html,jackycheny, 結果都高端，可憐韭菜們,疫苗,   1.163.188.37 08/16 16:36 ,60,1,,,,
/bbs/Gossiping/M.1629102247.A.B19.html,dk611216, 高端去洪幹啦 我只打國際認證的疫苗,疫苗,223.141.172.249 08/16 16:41 ,68,1,,,,
/bbs/Gossiping/M.1629101168.A.E45.html,daowaie, 侯友宜是在靠北三小 打高端啦,疫苗,  42.72.223.176 08/16 16:10 ,18,1,,,,
/bbs/Gossiping/M.1629100693.A.232.html,milk250, 韭菜吵什麼 去旁邊打高端,疫苗, 61.231.111.159 08/16 16:00 ,5,1,,,,
/bbs/Gossiping/M.1629095157.A.5E6.html,rainkate, 柯韓粉不是科興都是爛,疫苗, 223.139.85.133 08/16 14:34 ,45,1,,,,
/bbs/Gossiping/M.1629095157.A.5E6.html,lunenera, 跟高端一樣還沒過就已經生產了吧結果變成 一堆垃圾全民買單,疫苗, 220.136.205.25 08/16 15:53 ,112,1,,,,
/bbs/Gossiping/M.1629095157.A.5E6.html,Alienpapa, 之前嘴高端的酸民，無腦又賤。,疫苗, 49.216.136.151 08/16 17:25 ,122,1,,,,
/bbs/Gossiping/M.1629087731.A.EDA.html,sendow, 智障打高端天經地義,疫苗,114.137.190.217 08/16 12:28 ,74,1,,,,
/bbs/Gossiping/M.1629087731.A.EDA.html,skygray2, 有一些人更噁心嘴巴喊高端，實際打國際,疫苗,  61.216.55.178 08/16 12:32 ,104,1,,,,
/bbs/Gossiping/M.1629087731.A.EDA.html,bigmango, 這低端咖小就只配打高端,疫苗,    39.9.111.47 08/16 12:33 ,108,1,,,,
/bbs/Gossiping/M.1629087731.A.EDA.html,c8000733, 喔4喔，要打趕快打啊，希望高端疫苗能治腦殘。,疫苗, 223.140.159.51 08/16 13:14 ,234,1,,,,
/bbs/Gossiping/M.1629087731.A.EDA.html,JJJZZs, 每個都搶完az了才在那邊靠背 有夠噁心,疫苗,220.132.216.204 08/16 13:44 ,281,1,,,,
/bbs/Gossiping/M.1629087731.A.EDA.html,henn, 低端的打高端,疫苗,  114.35.61.119 08/16 14:33 ,329,1,,,,
/bbs/Gossiping/M.1629087731.A.EDA.html,echochrome, 相信他一定打高端 不會當下賤畜生騙人,疫苗,   60.251.148.6 08/16 14:46 ,337,1,,,,
/bbs/Gossiping/M.1629084204.A.B36.html,groundhog328, 覺青們！現在是你們為國奉獻的時候了，伸出手臂打高端吧！,疫苗,   1.200.18.222 08/16 12:41 ,56,1,,,,
/bbs/Gossiping/M.1629082539.A.2D0.html,amilkamilk, 高端仔您好,疫苗,223.136.245.156 08/16 10:56 ,3,1,,,,
/bbs/Gossiping/M.1629081541.A.421.html,hyuchi0202, 高端超英趕美 屌打 莫德那 AZ兩垃圾,疫苗,118.166.34.192 08/16 10:40 ,14,1,,,,
/bbs/Gossiping/M.1629081541.A.421.html,foamy, 看八卦板 我還以為沒人要打高端 媽的搶爆,疫苗,124.218.128.174 08/16 10:43 ,41,1,,,,
/bbs/Gossiping/M.1629081541.A.421.html,garcia, 掏小黃卡出來打臉科興仔的機會 錯過可惜,疫苗,111.252.120.148 08/16 11:03 ,83,1,,,,
/bbs/Gossiping/M.1629081541.A.421.html,like60955, 蟑螂：你看吧 高端高端得第一,疫苗,   39.10.32.100 08/16 11:22 ,94,1,,,,
/bbs/Gossiping/M.1629079606.A.79D.html,panzerbug, 想當高端仔都不行，太殘酷了,疫苗,    42.73.238.7 08/16 10:12 ,70,1,,,,
/bbs/Gossiping/M.1629079606.A.79D.html,obdv, 蕙如 高端仔快去打,疫苗,  115.167.46.34 08/16 10:23 ,152,1,,,,
/bbs/Gossiping/M.1629079606.A.79D.html,s861175, 對啦對啦 高端很爛 拜託不要搶了 人太多,疫苗,  123.51.216.23 08/16 10:25 ,165,1,,,,
/bbs/Gossiping/M.1629079606.A.79D.html,s861175, 對對對 打高端都低能 拜託不要來搶 很擠,疫苗,  123.51.216.23 08/16 10:28 ,189,1,,,,
/bbs/Gossiping/M.1629079606.A.79D.html,DS196457, 人人打高端 低端變高端,疫苗,223.138.209.196 08/16 10:35 ,225,1,,,,
/bbs/Gossiping/M.1629079606.A.79D.html,deathtrap, 縮流量導致當機，再來說民眾踴躍～剩下智障會相信一堆人想打高端,疫苗,  42.77.145.139 08/16 10:37 ,232,1,,,,
/bbs/Gossiping/M.1629079606.A.79D.html,t340081231, 蟑螂：看吧 太多人想打高端才當機,疫苗, 123.194.41.101 08/16 10:44 ,259,1,,,,
/bbs/Gossiping/M.1629079606.A.79D.html,scouall, 想當高端仔的搶起來，限量是殘酷的,疫苗,  101.10.46.101 08/16 10:54 ,283,1,,,,
/bbs/Gossiping/M.1629075922.A.E11.html,cherrybabe, 一起承擔洋垃圾，讓民眾有國產高端可以打,疫苗,    39.10.65.41 08/16 09:30 ,82,1,,,,
/bbs/Gossiping/M.1629075922.A.E11.html,indigostar, AZ特戰隊要不要先出來說明一下？,疫苗,    42.77.29.60 08/16 09:43 ,97,1,,,,
/bbs/Gossiping/M.1629068960.A.C44.html,bbs0840738, 第二類高官可以滾去打高端嗎？,疫苗,  125.230.91.26 08/16 07:15 ,36,1,,,,
/bbs/Gossiping/M.1629068960.A.C44.html,sggs, BNT說要打18歲學生啊，20-37歲去死,疫苗,  101.136.219.7 08/16 07:54 ,189,1,,,,
/bbs/Gossiping/M.1629068960.A.C44.html,a3021214, 高官滾去打高端,疫苗,    39.8.131.32 08/16 10:58 ,401,1,,,,
/bbs/Gossiping/M.1629068960.A.C44.html,po33, 幹你娘 第二類都不用忍 混打莫德納都他們的,疫苗,  36.227.10.116 08/16 12:48 ,446,1,,,,
