index,href,id,contents,key,date,contents_order,hate,categories,degree,keyword,position,categories_2,categories_3,categories_4,categories_5
12707,/bbs/Gossiping/M.1622729860.A.984.html,picochemical,蟑螂去打高端啊,疫苗,   1.200.148.39 06/03 22:34 ,277,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
8614,/bbs/Gossiping/M.1629269477.A.E52.html,atelier,高端仔好好想想這樣不尊重科學的護航,疫苗,   61.222.164.3 08/18 15:22 ,25,1,3,3,高端仔,"[(0, 3)]",0,1,0,0
7373,/bbs/Gossiping/M.1632177330.A.B77.html,F299,莫德納美國送的bnt民間捐的垃圾政府高端爽,疫苗,  49.217.68.135 09/21 08:25 ,205,1,4,1,垃圾政府,"[(14, 18)]",0,0,1,0
4097,/bbs/Gossiping/M.1630286216.A.1B1.html,ebeta,二類狗官們死都不打高端,bnt,  42.72.188.223 08/30 11:24 ,411,1,3,2,二類狗官們死都不打高端,"[(0, 4), (6, 9)]",0,1,0,0
17954,/bbs/Gossiping/M.1627719010.A.2EA.html,WalkinCloud,身邊都知道選高端，人生變低端,高端, 223.136.48.159 07/31 16:24 ,7,1,3,2,"選高端,人生變低端","[(5, 8), (9, 14)]",0,1,0,0
9741,/bbs/Gossiping/M.1627463358.A.6A0.html,chanollili,蟑螂打高端了喔最好全家都去打,疫苗,  114.33.118.73 07/28 17:45 ,158,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
2200,/bbs/Gossiping/M.1624330340.A.127.html,sunsam,笑死低能老人莫德納副作用比AZ還高,AZ,  49.217.195.38 06/22 11:05 ,62,1,3,2,低能老人,"[(2, 6)]",0,1,0,0
822,/bbs/Gossiping/M.1630042868.A.0E2.html,bbs0840738,而且高端本來就是政治疫苗,AZ, 125.230.99.200 08/27 14:05 ,185,1,1,3,高端本來就是政治疫苗,"[(2, 12)]",0,0,0,0
8973,/bbs/Gossiping/M.1628587658.A.DEF.html,mido,垃圾疫苗才會下滑打高端步入高端,疫苗, 218.35.178.242 08/10 19:27 ,368,1,1,1,垃圾疫苗,"[(0, 4)]",0,0,0,0
8917,/bbs/Gossiping/M.1628675471.A.E65.html,ahlolha,幹你娘又在偷換概念所以妳啥時要直播打高端啦,疫苗,   1.200.14.248 08/11 18:23 ,55,1,5,1,幹你娘,"[(0, 3)]",0,0,0,1
9359,/bbs/Gossiping/M.1628232830.A.2BC.html,paopaosw,水啦高端我寧願不打操,疫苗,  111.71.22.186 08/06 19:39 ,1376,1,5,2,操,"[(9, 10)]",0,0,0,1
6770,/bbs/Gossiping/M.1632820461.A.39E.html,mxr,高端戰士集合！目標殲滅米國,國藥,   42.73.221.90 09/28 17:37 ,90,1,3,3,高端戰士,"[(0, 4)]",0,1,0,0
17178,/bbs/Gossiping/M.1629793249.A.4A1.html,blackhearted,這我知道，低端人口打什麼高端，罰你抄寫100次我不配當高端勇士,高端,   39.10.250.68 08/24 16:54 ,529,1,3,2,低端人口,"[(5, 9)]",0,1,0,0
11131,/bbs/Gossiping/M.1624170164.A.5E4.html,Linlosehow,高端仔氣瘋了,疫苗,  101.12.36.174 06/20 14:23 ,5,1,3,3,高端仔,"[(0, 3)]",0,1,0,0
8416,/bbs/Gossiping/M.1629627646.A.3AB.html,Romaps,多低能才會信牠真的打高端？陳賤人夫妻都安慰劑笑死,疫苗,  61.223.229.13 08/22 23:11 ,840,1,3,1,低能才會信,"[(1, 6)]",0,1,0,0
10823,/bbs/Gossiping/M.1624856827.A.DE2.html,letmesee3085,辛苦內，我們吱蟑是打高端，聯亞有機會再打,疫苗,   1.200.45.181 06/28 16:39 ,355,1,3,2,吱蟑,"[(6, 8)]",0,1,0,0
14363,/bbs/Gossiping/M.1621935560.A.2A1.html,evergreen94,+1中國代理的BNT就給我們這種賤民,疫苗,220.135.175.150 05/25 19:40 ,396,1,3,1,賤民,"[(16, 18)]",0,1,0,0
7534,/bbs/Gossiping/M.1631525380.A.05A.html,i4undying,幹拎涼有高端啊,疫苗,  61.231.64.249 09/13 23:53 ,265,1,5,1,幹拎涼,"[(0, 3)]",0,0,0,1
1916,/bbs/Gossiping/M.1625812761.A.3ED.html,angel902037,鄉民就是打高端，看著打AZ的打第3劑,AZ,  114.34.97.110 07/09 14:43 ,17,1,3,3,"鄉民,打高端","[(0, 2), (4, 7)]",0,1,0,0
10341,/bbs/Gossiping/M.1626219614.A.1E4.html,QB6996,傻瓜才在等bnt疫苗，後面的日子長的很，還有第三劑要打，你等bnt的時候別人都打完兩劑了。,疫苗, 27.247.225.227 07/14 08:32 ,31,1,3,2,"傻瓜,等bnt","[(0, 2), (4, 8), (29, 33)]",0,1,0,0
6814,/bbs/Gossiping/M.1627966513.A.202.html,jokefunny,我只看到一堆被洗腦的護航我快笑死你是高端老闆還是有拿好處?根本韭菜,國藥, 220.136.52.85 08/03 13:30 ,92,1,3,3,"被洗腦的護航,韭菜","[(6, 12), (31, 33)]",0,1,0,0
9256,/bbs/Gossiping/M.1628248500.A.D33.html,wane,蟑螂去打高端支持你們的神阿,疫苗,   1.168.249.27 08/06 20:36 ,85,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
15318,/bbs/Gossiping/M.1631664995.A.590.html,laputaca,智障，另外是不是列一下多少二類的打完兩劑莫德納？,莫德納,  94.201.202.23 09/15 14:07 ,1353,1,5,2,智障,"[(0, 2)]",0,0,0,1
6545,/bbs/Gossiping/M.1621944973.A.7C0.html,agoodjob,這群垃圾蟑螂到時候可以打bnt一定搶著,bnt, 114.42.163.231 05/25 20:41 ,421,1,3,1,垃圾蟑螂,"[(2, 6)]",0,1,0,0
10645,/bbs/Gossiping/M.1625567173.A.8D8.html,krodang,因為AZ他們當成垃圾不想打啊,疫苗,  42.72.109.195 07/06 18:35 ,30,1,1,1,"AZ,垃圾","[(2, 4), (8, 10)]",0,0,0,0
666,/bbs/Gossiping/M.1630415812.A.839.html,evermpeg2,這些智障根本還不知道問題點在哪？笑死，不是高端保護力好不好的問題好嗎？,AZ, 112.105.52.104 08/31 21:46 ,65,1,3,2,這些智障,"[(0, 4)]",0,1,0,0
18067,/bbs/Gossiping/M.1627260582.A.940.html,kt040,打了高端人生高端部打高端人生低端,高端,  111.243.59.44 07/26 08:52 ,20,1,1,2,打高端人生低端,"[(9, 16)]",0,0,0,0
15902,/bbs/Gossiping/M.1622184401.A.A4B.html,agow,十五萬很多嗎？低調三小？怕影響高端？你他媽火車出軌都搞不好了,莫德納,111.249.212.153 05/28 17:06 ,557,1,5,2,"低調三小,你他媽火車出軌都搞不好","[(7, 11), (18, 29)]",0,0,0,1
9638,/bbs/Gossiping/M.1627871165.A.BC8.html,yololu,高端仔先秀出只預約登記高端的再來講話,疫苗, 211.23.162.205 08/02 11:12 ,5,1,3,3,高端仔,"[(0, 3)]",0,1,0,0
10867,/bbs/Gossiping/M.1624765310.A.196.html,sincere77,高端現在連原生種和Alpha的保護力都不知道，現在蟑螂只能拼命吹捧Novavax，把別人的成績當作自己的成績,疫苗,    110.30.7.93 06/27 11:56 ,55,1,3,2,蟑螂,"[(25, 27)]",0,1,0,0
13543,/bbs/Gossiping/M.1622397351.A.070.html,carryton,只有某族群會智障到選高端,疫苗,114.137.187.189 05/31 02:31 ,43,1,3,2,"智障,選高端","[(6, 8), (9, 12)]",0,1,0,0
10873,/bbs/Gossiping/M.1624756677.A.A6B.html,kenndy,韭菜乖乖給我打高端，一個都不能少,疫苗,   27.53.128.38 06/27 11:43 ,657,1,3,3,"韭菜,打高端","[(0, 2), (6, 9)]",0,1,0,0
3911,/bbs/Gossiping/M.1630480655.A.EA6.html,miuccina,幹，到底是有多窮、不肯買BNT?,bnt,   110.26.70.37 09/01 21:56 ,644,1,4,1,"幹,多窮","[(0, 3), (4, 7), (19, 21), (28, 33)]",0,0,1,0
17393,/bbs/Gossiping/M.1629535274.A.3DC.html,whopeter,爛426，要不打科興喔！,高端,  49.159.76.163 08/21 17:29 ,208,1,3,2,爛426,"[(0, 4)]",0,1,0,0
13597,/bbs/Gossiping/M.1622382532.A.529.html,maverik,廠廠，覺青繼續吹AZ吧,疫苗,    101.12.90.2 05/30 23:36 ,326,1,3,3,覺青,"[(3, 5)]",0,1,0,0
7215,/bbs/Gossiping/M.1632535280.A.F1F.html,yao03911,科興再爛人家至少通過who，1.5期高端不要再出來丟臉,疫苗,  36.230.232.77 09/25 10:47 ,194,1,1,2,"科興,爛","[(0, 2), (3, 4)]",0,0,0,0
475,/bbs/Gossiping/M.1630844591.A.7D7.html,CHENXOX,失智軍一開始搶排莫德納之後搶排bnt，個個覺得自己4天選之人，現在涼涼又要QQ買不夠？不夠不是一開始大家都知道了？還是那邊還來的及可以重來？笑死,AZ,   1.163.205.61 09/05 20:38 ,5,1,3,2,失智軍,"[(0, 3)]",0,1,0,0
1177,/bbs/Gossiping/M.1627701625.A.769.html,roywow,蟑螂一直高潮真怪不是應該都去打高端嗎記得不要搶喔,AZ,223.136.163.167 07/31 11:38 ,83,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
6344,/bbs/Gossiping/M.1622278612.A.B31.html,annie06045,贊成我要BNT拜託817都去支持國產,bnt, 114.34.125.248 05/29 17:18 ,286,1,3,3,"817,去支持國產","[(9, 12), (13, 18)]",0,1,0,0
2750,/bbs/Gossiping/M.1622752824.A.D0C.html,nikewang,蟑螂等著打高端支持國產,AZ,121.109.169.216 06/04 04:54 ,54,1,3,2,"蟑螂,打高端,國產","[(0, 2), (4, 7), (9, 11)]",0,1,0,0
17386,/bbs/Gossiping/M.1629542798.A.BC2.html,libur,柯糞打不到科興疫苗,高端, 49.216.176.187 08/21 20:34 ,59,1,3,2,柯糞,"[(0, 2)]",0,1,0,0
9785,/bbs/Gossiping/M.1627387984.A.466.html,charlie2010,科興都敢打了，怕高端腦子壞了？,疫苗,114.137.103.130 07/28 09:25 ,329,1,3,2,怕高端腦子壞了,"[(7, 14)]",0,1,0,0
15139,/bbs/Gossiping/M.1626154575.A.EEF.html,kobe7610,高端、聯亞就是垃圾,聯亞, 223.137.52.169 07/13 20:55 ,233,1,1,1,"高端,聯亞,垃圾","[(0, 2), (3, 5), (7, 9)]",0,0,0,0
10896,/bbs/Gossiping/M.1624679194.A.61A.html,Lyon9,不讓員工當高端仔讚!,疫苗,111.248.152.140 06/26 11:51 ,112,1,3,3,高端仔,"[(5, 8)]",0,1,0,0
5783,/bbs/Gossiping/M.1623982463.A.417.html,bbset,那去乞討的時候有分哪一牌的嗎BNT我們不要喔,bnt,49.216.229.96 06/18 10:40 ,47,1,1,1,"乞討,BNT","[(13, 17)]",0,0,0,0
10377,/bbs/Gossiping/M.1626105221.A.3F4.html,wsx7516twtw,老人都打不夠了24-30歲青年乖乖等高端辣,疫苗,  49.216.92.170 07/13 00:38 ,45,1,3,3,"青年,等高端","[(13, 15), (17, 20)]",0,1,0,0
17458,/bbs/Gossiping/M.1629447730.A.886.html,lose116315,高端仔快去打好嗎叫你們的主子別再吠了有夠垃圾,高端,  42.76.166.117 08/22 04:16 ,202,1,3,1,"高端仔,垃圾","[(0, 3), (20, 22)]",0,1,0,0
3120,/bbs/Gossiping/M.1621687218.A.C11.html,pytzog,覺青的個性當然是偷偷打BNT再謊稱自己打國產,AZ, 05/22 20:44 ,36,1,3,1,"覺青,國產","[(3, 5), (8, 10)]",0,1,0,0
13122,/bbs/Gossiping/M.1622543166.A.0E3.html,smile6615,肥燦，回去跟你老公主說不要報高端了啦！胖子也是高風險,疫苗,   42.76.88.163 06/01 23:58 ,462,1,4,2,"肥燦,胖子","[(0, 2), (19, 21)]",0,0,1,0
8019,/bbs/Gossiping/M.1630206353.A.2F2.html,colaer,高端仔腦子只有二分法，而且還只看對面的疫苗，真不知道到底誰比較關心中國唷,疫苗,   27.246.70.25 08/29 11:42 ,21,1,3,3,高端仔,"[(0, 3)]",0,1,0,0
11745,/bbs/Gossiping/M.1623582120.A.033.html,LoveMakeLove,...那高端不就剩台灣韭菜打,疫苗, 114.32.242.194 06/13 19:05 ,50,1,3,3,韭菜,"[(11, 13)]",0,1,0,0
3190,/bbs/Gossiping/M.1621583245.A.E0B.html,loki94y,自己風險高要去等低溫運送別人自己要用的mRNA疫苗情有可原啊但還跑出來公開呼籲AZ他媽爛大家不要打還一堆吃屎賤畜護航ㄏㄏ,AZ, 05/21 16:57 ,525,1,3,2,"AZ他媽爛,一堆吃屎賤畜","[(30, 35), (45, 53)]",0,1,0,0
8390,/bbs/Gossiping/M.1629677950.A.847.html,toshiba5566,哪個智障會相信菜英文打高端？？？？,疫苗, 118.163.44.223 08/23 08:26 ,35,1,5,2,智障,"[(2, 4)]",0,0,0,1
5654,/bbs/Gossiping/M.1624415655.A.F1B.html,eeccms,蟑螂：非糕端科興不打,bnt,   49.216.36.17 06/23 10:43 ,28,1,3,2,"蟑螂,非糕端科興不打","[(0, 2), (3, 10)]",0,1,0,0
8565,/bbs/Gossiping/M.1629327893.A.E78.html,withthewind,美國日本就算收了高端也是當垃圾這種先進大國，哪可能放著國際認證貨不用去用實驗半成品，不如把高端免費送給貧窮又疫情嚴重的國家，正好測試,疫苗, 36.228.103.152 08/19 19:53 ,287,1,1,1,"高端,垃圾","[(8, 10), (45, 47), (13, 15)]",0,0,0,0
8872,/bbs/Gossiping/M.1628720297.A.5A6.html,Lovemail5566,高端準備當垃圾丟掉了爽啦,疫苗, 174.250.60.10 08/12 07:47 ,219,1,1,1,"高端,垃圾","[(0, 2), (5, 7)]",0,0,0,0
13450,/bbs/Gossiping/M.1622437632.A.C54.html,Jeff911,當初我以為我打得到BNT或莫德那啊幹,疫苗,    27.52.66.80 05/31 13:33 ,136,1,5,2,"以為,打得到,幹","[(3, 5), (6, 9), (17, 18)]",0,0,0,1
4998,/bbs/Gossiping/M.1626777703.A.623.html,strikecbu,小屁孩抱歉了，我真的很需要那個BNT,bnt,  49.216.70.112 07/20 19:31 ,524,1,3,1,小屁孩,"[(0, 3), (6, 9)]",0,1,0,0
9738,/bbs/Gossiping/M.1627464152.A.38F.html,Overmind,嗨，高端仔，給推,疫苗,  111.251.7.121 07/28 17:24 ,4,1,3,3,高端仔,"[(2, 5)]",0,1,0,0
16822,/bbs/Gossiping/M.1630060851.A.BA8.html,s6525480,台灣人不打高端就是叛國,高端,223.140.243.137 08/27 19:19 ,179,1,1,3,"不打高端,叛國","[(3, 7), (9, 11)]",0,0,0,0
18284,/bbs/Gossiping/M.1623029454.A.1EE.html,ui,你忘了加上蟑螂，蟑螂>高端>外勞>韭菜韭菜連蟑螂也不如阿orz,高端,140.109.136.220 06/07 09:41 ,32,1,3,2,"蟑螂,韭菜","[(5, 7), (8, 10), (22, 24), (17, 19), (19, 21)]",0,1,0,0
2944,/bbs/Gossiping/M.1622443312.A.111.html,minda723,國外BNT缺很大，輪不到低端打,AZ, 211.75.182.168 05/31 14:43 ,16,1,3,2,低端,"[(12, 14)]",0,1,0,0
3648,/bbs/Gossiping/M.1631508559.A.2B0.html,SRadiant,是說有情況都不用報，所有疫苗都不會死人都好安全，營造這樣的情景比較好？高端死人也沒少報過喔不報咧，說是隱瞞不報，是政府的操作。報了咧，又說在黑，又是政府的操作你們好難取悅喔,bnt,223.136.252.184 09/13 12:58 ,13,1,3,1,高端死人,"[(9, 16)]",0,1,0,0
13440,/bbs/Gossiping/M.1622441229.A.F4F.html,wolftin,高端股票今出貨給韭菜+合約也簽了=$$$$$,疫苗,  203.83.216.27 05/31 14:13 ,156,1,3,3,韭菜,"[(8, 10)]",0,1,0,0
4843,/bbs/Gossiping/M.1628043794.A.8D9.html,ianbh,民調還有60%的韭菜打高端,bnt, 223.136.172.19 08/04 10:43 ,69,1,3,3,韭菜打高端,"[(0, 2), (7, 10)]",0,1,0,0
14491,/bbs/Gossiping/M.1621827736.A.781.html,Mooooose,政黑那群繼續跳針BNT是中國疫苗,疫苗, 203.163.194.75 05/24 11:46 ,115,1,3,3,政黑,"[(0, 2)]",0,1,0,0
16660,/bbs/Gossiping/M.1630325671.A.E85.html,Chawol,高端是給後面低端的人打的！,高端,114.43.76.182 08/30 20:34 ,73,1,3,2,"高端,低端的人打","[(0, 2), (6, 11)]",0,1,0,0
3352,/bbs/Gossiping/M.1619506874.A.194.html,linceass,蟑螂自己都不敢打AZ了...,AZ, 04/27 15:19 ,11,1,3,2,"蟑螂,不敢打AZ","[(1, 5), (7, 11)]",0,1,0,0
14600,/bbs/Gossiping/M.1621566141.A.F35.html,wind200625,蟑螂知道陳醫生得過癌症，是血栓高危險群嗎？蟑螂知道陳醫生在和平醫院擔任第一線值班醫生嗎？蟑螂知道陳醫生希望打莫德納是因為她相信國家能買到，,疫苗, 05/21 12:29 ,440,1,3,2,蟑螂,"[(0, 2), (21, 23), (44, 46)]",0,1,0,0
6405,/bbs/Gossiping/M.1622243730.A.670.html,kissa0924307,低端蟑螂就打台版科興高端疫苗不要跟我搶國外疫苗,bnt,   211.23.93.43 05/29 08:07 ,41,1,3,2,低端蟑螂,"[(0, 4)]",0,1,0,0
16753,/bbs/Gossiping/M.1630238689.A.C06.html,rufugy,狗官整天吹高端結果去打國際我操,高端,  180.217.12.68 08/29 20:08 ,10,1,3,2,"狗官,操","[(0, 2), (14, 15)]",0,1,0,0
4643,/bbs/Gossiping/M.1629595945.A.A0F.html,zerowingtw,不打高端?垃圾官員,bnt,123.193.180.129 08/22 09:35 ,7,1,3,1,"高端,垃圾官員","[(0, 6), (8, 13)]",0,1,0,0
3413,/bbs/Gossiping/M.1622169407.A.513.html,hoanbeh,覺青圈還是在黑BNT絲毫沒有停下來,BioNTech,61.227.195.92 05/28 10:57 ,447,1,3,3,"覺青,黑BNT","[(17, 20)]",0,1,0,0
15061,/bbs/Gossiping/M.1629906883.A.01C.html,awaken,沒打高端的低能蟑說的話沒有可信度,聯亞,   42.72.135.87 08/26 02:58 ,74,1,3,1,低能蟑,"[(5, 8)]",0,1,0,0
765,/bbs/Gossiping/M.1630153257.A.C36.html,kenichisun,817高端打起來,AZ, 114.36.125.111 08/28 20:31 ,40,1,3,3,817高端打起來,"[(0, 8)]",0,1,0,0
13094,/bbs/Gossiping/M.1622550226.A.2F1.html,wn7158,智障問題去問德國bnt總公司好嗎,疫苗, 60.250.233.155 06/01 23:10 ,1128,1,5,2,智障問題,"[(0, 4)]",0,0,0,1
406,/bbs/Gossiping/M.1631082122.A.60C.html,bart102617,八卦版只推BNT其他疫苗都垃圾,AZ,   36.226.91.30 09/08 14:57 ,61,1,1,1,八卦版只推BNT其他疫苗都垃圾,"[(0, 15)]",0,0,0,0
15360,/bbs/Gossiping/M.1631347414.A.4DB.html,lisoukou,時鐘只是為了高官用來炒股賺錢的高端才在今年一直擋民間買疫苗,莫德納,   180.177.42.9 09/11 16:31 ,96,1,4,3,"時鐘,炒股賺錢,高端,擋民間買疫苗","[(0, 2), (10, 14), (15, 17), (23, 29)]",0,0,1,0
616,/bbs/Gossiping/M.1630639681.A.5EA.html,mxr,高端邁向低端。QQ,AZ,  42.72.177.110 09/03 11:46 ,309,1,1,2,高端邁向低端,"[(0, 6)]",0,0,0,0
7982,/bbs/Gossiping/M.1630309349.A.5CC.html,t81511270,操你的二類BNT給我吐出來,疫苗, 111.246.89.253 08/30 15:49 ,72,1,3,2,操你的二類,"[(0, 5)]",0,1,0,0
819,/bbs/Gossiping/M.1630042868.A.0E2.html,herikocat,之前攻擊BNT的垃圾們都哪党的啊,AZ, 36.235.194.127 08/27 13:45 ,52,1,3,1,攻擊BNT的垃圾們,"[(2, 11)]",0,1,0,0
7089,/bbs/Gossiping/M.1632812046.A.248.html,chinhan1216,通融那些打高端的智障可以進入日本？,疫苗, 223.137.251.40 09/28 14:55 ,17,1,3,2,打高端的智障,"[(4, 10)]",0,1,0,0
12866,/bbs/Gossiping/M.1622635114.A.79B.html,sincere77,只願意買200萬劑BNT真的很誇張，這政府到底多愛拿人命來賭,疫苗, 27.247.106.160 06/02 20:45 ,189,1,4,3,"政府,拿人命來賭","[(19, 21), (25, 30)]",0,0,1,0
14078,/bbs/Gossiping/M.1622111298.A.716.html,ak5618,還在黑輝瑞，只有AZ是垃圾疫苗好嗎...,疫苗,   1.168.87.244 05/27 18:29 ,4,1,1,1,"AZ,垃圾疫苗","[(8, 10), (11, 15)]",0,0,0,0
11862,/bbs/Gossiping/M.1623506768.A.764.html,cld123,因為CDC說會有莫德納，誰要打AZ四月大家都在等莫德納蟑螂就是聽不懂人話，也沒有腦,疫苗,    219.71.1.64 06/12 22:45 ,15,1,3,2,"蟑螂,沒有腦","[(27, 29), (38, 41)]",0,1,0,0
10013,/bbs/Gossiping/M.1626881429.A.D81.html,letmesee3085,反正不要搶蟑螂的高端，就好了,疫苗,   61.230.62.75 07/22 06:56 ,498,1,3,2,蟑螂,"[(5, 7)]",0,1,0,0
18126,/bbs/Gossiping/M.1626683124.A.A32.html,dolp,蟑螂不要再這邊廢話快帶著你們一家老小去打高端,高端,223.139.142.100 07/19 16:56 ,340,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
12942,/bbs/Gossiping/M.1622610970.A.69B.html,iNicholas,在台灣打高端國慘以後會進不去美國現,疫苗,104.132.193.111 06/02 13:31 ,226,1,1,2,高端國慘,"[(4, 8)]",0,0,0,0
12757,/bbs/Gossiping/M.1622720493.A.3AE.html,lword,高端仔不要來打啊,疫苗,  101.12.43.220 06/03 19:50 ,125,1,3,3,高端仔,"[(0, 3)]",0,1,0,0
18040,/bbs/Gossiping/M.1627368574.A.321.html,carsly,寧可打有三期的國藥也不打二期沒過的國慘,高端,  223.137.47.51 07/27 16:30 ,220,1,1,2,國慘,"[(17, 19)]",0,0,0,0
11424,/bbs/Gossiping/M.1624105705.A.059.html,kivan00,很早就講了817全打高端其他人打乞討來,疫苗, 111.246.95.243 06/19 20:38 ,542,1,3,3,"817,打高端,乞討","[(5, 8), (9, 12), (16, 18)]",0,1,0,0
13192,/bbs/Gossiping/M.1622521160.A.6E0.html,yeay,又在抹黑，去查一下資料吧，輝瑞第三期做了37706人，在2020/11/9提出期中報告，之後獲得EUA，然後12月才在以色列開始施打。而以色列之所以會急著打疫苗，是人家要打仗還有很多人染疫，死馬當活馬醫！先不論輝瑞這家藥廠有多強，就算你高端跟輝瑞同等級，至少也先做個幾萬人吧，拿幾千人的二期就要讓全臺灣人打，真的有問題。而更有問題的是像你這種，為了攻擊政敵，幫政府抹粉，而故意散播謠言的人，真的可惡！,疫苗, 49.216.134.169 06/01 12:47 ,43,1,3,3,"抹黑,真的有問題,攻擊政敵,幫政府抹粉,散播謠言,可惡","[(2, 4), (154, 159), (174, 178), (179, 184), (188, 192), (197, 199)]",0,1,0,0
15095,/bbs/Gossiping/M.1628465439.A.2C1.html,Horse129,蟑螂眼裡疫苗只有高端跟科興開大招不支持高端就是不愛台灣,聯亞,  101.12.26.127 08/09 07:36 ,8,1,3,2,蟑螂,"[(0, 2)]",0,1,0,0
15431,/bbs/Gossiping/M.1629448688.A.53B.html,vincent0965,這些垃圾居然不打高端,莫德納,  49.158.79.144 08/20 17:10 ,169,1,3,1,垃圾,"[(2, 4)]",0,1,0,0
749,/bbs/Gossiping/M.1630207201.A.DFD.html,charmingpink,bnt十字軍啊,AZ,    36.235.5.57 08/29 12:17 ,53,1,3,3,bnt十字軍,"[(0, 6)]",0,1,0,0
1754,/bbs/Gossiping/M.1626223739.A.C7C.html,chrome,一些人又在貶AZ了台灣鯛民真多,AZ,  42.77.247.216 07/14 09:23 ,106,1,3,2,台灣鯛民,"[(9, 13)]",0,1,0,0
1054,/bbs/Gossiping/M.1628435376.A.085.html,Winston13840,我比你還年輕好不好搶我AZ名額害我現在沒得打真的是典型智障覺青可不可要臉一點乖乖滾去打高端充值一下價值他不香嗎,AZ,  49.216.90.150 08/09 01:09 ,250,1,3,2,典型智障覺青,"[(25, 31)]",0,1,0,0
16649,/bbs/Gossiping/M.1630395733.A.190.html,diamond0326,鬧鐘：bnt優先提供給第二類丁丁高端就齁齁,高端, 223.136.185.58 08/31 17:27 ,288,1,4,2,鬧鐘,"[(0, 2)]",0,0,1,0
16585,/bbs/Gossiping/M.1630602854.A.BCA.html,nikewang,陳時中這人最垃圾噁心擋BNT採購還敢有,高端,222.108.208.199 09/03 01:41 ,26,1,4,1,"陳時中,最垃圾噁心,擋BNT","[(0, 3), (5, 10), (10, 14)]",0,0,1,0
3167,/bbs/Gossiping/M.1621616952.A.7B6.html,theclgy2001,北七自己不打AZ的一群廢物怕副作用？現在怎麼不怕了廢物永遠是廢物,AZ, 05/22 09:41 ,1130,1,3,2,"北七,一群廢物,廢物永遠是廢物","[(2, 4)]",0,1,0,0
18094,/bbs/Gossiping/M.1626857646.A.F4E.html,rickpto,身體誠實給推，高端就留給蟑螂吧,高端, 223.136.26.162 07/21 17:30 ,405,1,3,2,蟑螂,"[(12, 14)]",0,1,0,0
1561,/bbs/Gossiping/M.1626486006.A.D65.html,GRR,猶記得5月時一面倒報導az多可怕現在反捧AZ新聞洗版當人笨蛋？,AZ,  49.216.130.11 07/17 11:20 ,220,1,5,1,反捧AZ新聞洗版當人笨蛋,"[(18, 30)]",0,0,0,1
2733,/bbs/Gossiping/M.1622774037.A.3BD.html,kissa0924307,這樣蟑螂會跑去偷打AZ欸,AZ,   39.9.135.105 06/04 10:45 ,113,1,3,2,"蟑螂,偷打AZ","[(2, 4), (7, 11)]",0,1,0,0
9010,/bbs/Gossiping/M.1628570918.A.E49.html,jerrychiu,夭壽陳時鐘疫苗不是夠了嗎？都高端啊幹,疫苗,  114.46.215.36 08/10 13:09 ,243,1,4,2,"夭壽陳時鐘,幹","[(0, 5), (17, 18)]",0,0,1,0
8994,/bbs/Gossiping/M.1628583195.A.5B9.html,evan000000,來看高端仔嘴失智列車,疫苗,  27.242.36.176 08/10 16:40 ,162,1,3,2,"高端仔,失智列車","[(2, 5), (6, 10)]",0,1,0,0
7958,/bbs/Gossiping/M.1630388911.A.3E6.html,bnb89225,好啦BNT是世界最爛疫苗党整天洗新聞帶風向有夠噁到時候第二類別跟人民搶最爛疫苗BNT,疫苗, 223.140.56.209 08/31 13:53 ,14,1,1,2,"BNT是世界最爛疫苗,最爛疫苗BNT","[(2, 12), (35, 42)]",0,0,0,0
3463,/bbs/Gossiping/M.1632707077.A.F23.html,pkpk23456,如果bnt真的是最安全的疫苗，這政府還真的是垃圾，為了那三個字瘋狂擋bnt，幹你娘狗畜生,bnt,  111.71.214.66 09/27 09:47 ,3,1,4,1,"政府,垃圾,擋bnt,幹你娘狗畜生","[(43, 47), (50, 55)]",0,0,1,0
1416,/bbs/Gossiping/M.1626697073.A.236.html,jimmykuo123,覺青還不去打高端,AZ,   1.160.80.124 07/19 20:20 ,16,1,3,3,覺青,"[(0, 2)]",0,1,0,0
237,/bbs/Gossiping/M.1631586781.A.5CA.html,abigstudent,台日朋友間互相幫助只會越來越好倒是中國的醫保已經掏空多少在科興和國藥上醫保乞丐們,AZ,223.139.204.198 09/14 14:32 ,201,1,3,1,乞丐們,"[(37, 40)]",0,1,0,0
1013,/bbs/Gossiping/M.1628488837.A.815.html,vincecarterx,低端的支持者才會打高端,AZ, 111.251.86.133 08/09 14:21 ,39,1,3,2,低端的支持者才會打高端,"[(0, 11)]",0,1,0,0
3030,/bbs/Gossiping/M.1622170601.A.4EA.html,lebo469,韭菜只有高端可以打啦,AZ,223.141.227.239 05/28 11:20 ,39,1,3,3,"韭菜,高端","[(0, 2), (4, 6)]",0,1,0,0
7236,/bbs/Gossiping/M.1632535280.A.F1F.html,rustic5566,高端仔還有印尼可以去啊,疫苗,   61.231.64.83 09/25 13:32 ,387,1,3,3,高端仔,"[(0, 3)]",0,1,0,0
