index,href,id,contents,key,date,contents_order,hate,categories,degree,keyword
3086,/bbs/Gossiping/M.1622092070.A.DD8.html,hydra6716,阿一堆吱障整天懷疑代理商給的BNT,AZ,111.246.108.105 05/27 13:21 ,139,1,3,2,一堆吱障
3087,/bbs/Gossiping/M.1622089845.A.9EA.html,gogobar,操你媽的母豬自己都不敢打AZ，騙台灣人?,AZ, 36.235.136.172 05/27 12:31 ,6,1,4,2,操你媽的母豬
3088,/bbs/Gossiping/M.1622056607.A.4BE.html,simba08130,給第一線AZ真的垃圾,AZ,   163.49.214.2 05/27 08:39 ,82,1,4,1,"AZ,垃圾"
3089,/bbs/Gossiping/M.1622033723.A.3D9.html,todder,bnt本來就很不錯的疫苗被污衊的亂七八糟根本是政府阻撓只有政治腦,AZ,  114.38.128.75 05/26 21:07 ,5,1,4,3,"污衊,亂七八糟,政府阻撓"
3090,/bbs/Gossiping/M.1622033501.A.362.html,cwhalf,智障你不打AZ給我打,AZ,61.231.6.21 05/26 20:53 ,3,1,5,2,智障
3091,/bbs/Gossiping/M.1622032283.A.4BE.html,jimhall,還有國產的疫苗啊韭菜只有國產的能打吧，怎麼會以為可以打AZ政客根本知道之後只能打國產，搶先打AZ,AZ,  1.200.125.197 05/27 02:15 ,170,1,3,3,"國產,韭菜"
3092,/bbs/Gossiping/M.1622029453.A.342.html,new1974,低端打高端疫苗，夠諷刺,AZ,  180.217.37.46 05/26 19:47 ,29,1,3,2,低端打高端
3093,/bbs/Gossiping/M.1622029453.A.342.html,alex10282,你只有高端可以選啦，連解盲會不會過都還不知道的垃圾,AZ,  111.83.235.11 05/26 19:49 ,40,1,1,1,"高端,垃圾"
3094,/bbs/Gossiping/M.1621909874.A.323.html,gogobar,低能兒的最愛血栓AZ,AZ, 36.235.136.172 05/25 10:37 ,27,1,3,2,"低能兒,血栓AZ"
3095,/bbs/Gossiping/M.1621909714.A.8C0.html,Musclefeng,樓上有人想打科興欸裡面是礦泉水還是乖乖水？,AZ,  101.10.10.204 05/25 10:31 ,9,1,1,3,"打科興,礦泉水,乖乖水"
3096,/bbs/Gossiping/M.1621823153.A.510.html,TZUYIC,覺青又死到哪裡了，日本大哥哥買了一批AZ,AZ, 111.71.214.191 05/24 10:31 ,23,1,3,2,"覺青,死到哪裡"
3097,/bbs/Gossiping/M.1621823153.A.510.html,pigofwind,用AZ根本剛好，講句AZ爛還一堆蟑螂在那邊氣噗噗,AZ,   111.71.41.10 05/24 10:41 ,41,1,3,2,"AZ爛,一堆蟑螂"
3098,/bbs/Gossiping/M.1621823153.A.510.html,alan0204,爵卿中資的bnt是中國疫苗我們要打國產還有人期待助日代表喔？洗洗睡,AZ,   42.77.76.156 05/24 10:44 ,46,1,3,3,"爵卿,打國產"
3099,/bbs/Gossiping/M.1621823153.A.510.html,veryGY,日本不要的AZ最適合不要BNT的台灣低端,AZ, 220.141.41.102 05/24 10:50 ,56,1,3,2,"不要的AZ,台灣低端"
3100,/bbs/Gossiping/M.1621822307.A.461.html,hoanbeh,覺青沒什麼觀念打了科興也絕對比沒打強,AZ, 61.227.193.204 05/24 10:52 ,74,1,3,3,覺青
3101,/bbs/Gossiping/M.1621822307.A.461.html,hoanbeh,現在情況是台灣韭菜想打科興也沒得打就,AZ, 61.227.193.204 05/24 10:54 ,80,1,3,3,"台灣韭菜,打科興"
3102,/bbs/Gossiping/M.1621822307.A.461.html,hoanbeh,像肥宅嫌妹醜但一個也沒得幹一樣QQ連科興都沒得打的才是真韭菜啦可憐哪!,AZ, 61.227.193.204 05/24 10:55 ,82,1,3,2,"肥宅嫌妹醜,沒得幹,真韭菜"
3103,/bbs/Gossiping/M.1621742503.A.B77.html,sustainer123,萊豬有人申請喔媽的智障現在能不能多一個公投我們要買BNT拒用國慘,AZ,2021/5/23 12:11,40,1,1,2,"媽的智障,國慘"
3104,/bbs/Gossiping/M.1621738306.A.F6B.html,haver,給817打國產其他人自選可以嗎我先選BNT,AZ, 05/23 11:26 ,280,1,3,3,817打國產
3105,/bbs/Gossiping/M.1621738306.A.F6B.html,ajemtw,1.上海2.科興3.國藥血栓疫苗和沒有三期的垃圾不要加進來好嗎,AZ, 05/23 11:52 ,378,1,1,1,沒有三期的垃圾
3106,/bbs/Gossiping/M.1621735066.A.276.html,Ceferino,好像前幾天還有看到蟑螂說AZ對變種防護力最大，當時真該抓圖起來,AZ, 05/23 10:17 ,19,1,3,2,蟑螂
3107,/bbs/Gossiping/M.1621735066.A.276.html,jayden1234,在政治面前人命不值錢AZ能排的上就先打之後再打其他進來的至少先有1半防護力,AZ, 05/23 10:43 ,21,1,0,0,
3108,/bbs/Gossiping/M.1621732302.A.FF2.html,omoi1988,AZ在八卦柯韓粉跟師母pg是垃圾,AZ, 05/23 09:14 ,13,1,3,1,"AZ,八卦柯韓粉,垃圾"
3109,/bbs/Gossiping/M.1621732302.A.FF2.html,lymyuming,覺青校正回歸後就一樣了，台灣只有AZ，不要計較那多,AZ, 05/23 09:34 ,101,1,3,3,覺青
3110,/bbs/Gossiping/M.1621732302.A.FF2.html,azytjr,817去打高端跟AZ，中國代理的就進口交給552處理,AZ, 05/23 09:36 ,104,1,3,3,"817,打高端,中國代理,552"
3111,/bbs/Gossiping/M.1621732302.A.FF2.html,bruce78131,AZ本來就垃圾，加拿大之後（計畫送人），連日本都不要（暫停施打）。前面還有歐洲N個國家,AZ, 05/23 12:11 ,175,1,1,1,"AZ,垃圾"
3112,/bbs/Gossiping/M.1621703695.A.28B.html,aptx1869,高級人BNT817台灣疫苗,AZ, 05/23 01:15 ,3,1,3,3,817
3113,/bbs/Gossiping/M.1621700425.A.3BB.html,wccw,糙你媽的為啥洨一定要打垃圾國產啦？？？？大菊打AZ欸欸欸去出蒸她啊,AZ, 05/23 08:40 ,102,1,1,1,"糙你媽的,垃圾國產,大菊"
3114,/bbs/Gossiping/M.1621695935.A.9AE.html,haroldliu,除了bnt其它都拉機,AZ, 05/22 23:12 ,7,1,1,1,"bnt其它,拉機"
3115,/bbs/Gossiping/M.1621687979.A.5BC.html,duoht,打az的醫護被當韭菜還要上戰場可悲,AZ, 05/22 20:53 ,1,1,3,3,"打az,韭菜,可悲"
3116,/bbs/Gossiping/M.1621687218.A.C11.html,lumwhola,覺青早就跑去打BNT然後發文#同島一命,AZ, 05/22 20:41 ,5,1,3,3,覺青
3117,/bbs/Gossiping/M.1621687218.A.C11.html,joj4211,媽的覺青最好不要出來搶bnt廢物,AZ, 05/22 20:41 ,6,1,3,2,"媽的覺青,廢物"
3118,/bbs/Gossiping/M.1621687218.A.C11.html,knml,覺青只打高端聯亞，BNT輝瑞之流覺青不屑打,AZ, 05/22 20:41 ,8,1,3,3,覺青
3119,/bbs/Gossiping/M.1621687218.A.C11.html,duoht,覺青別來跟我搶bnt,AZ, 05/22 20:44 ,32,1,3,3,覺青
3120,/bbs/Gossiping/M.1621687218.A.C11.html,pytzog,覺青的個性當然是偷偷打BNT再謊稱自己打國產,AZ, 05/22 20:44 ,36,1,3,1,"覺青,國產"
3121,/bbs/Gossiping/M.1621687218.A.C11.html,Nevhir,我以為覺青都想打國產所以就算買BNT也沒算進他們的份阿?,AZ, 05/22 20:45 ,41,1,3,1,"覺青,國產"
3122,/bbs/Gossiping/M.1621687218.A.C11.html,evenblue,覺青當然第一個搶BNT看插隊菊,AZ, 05/22 20:48 ,51,1,4,1,"覺青,插隊菊"
3123,/bbs/Gossiping/M.1621687218.A.C11.html,Gavatzky,覺青到時候會偷偷打BNT然後上網說自己打國產啦,AZ, 05/22 20:48 ,52,1,3,3,"覺青,打國產"
3124,/bbs/Gossiping/M.1621687218.A.C11.html,cuteme5566,有BNT不打，大概智商有問題,AZ, 05/22 20:48 ,54,1,3,3,智商有問題
3125,/bbs/Gossiping/M.1621687218.A.C11.html,jen1121,你會看到覺青排第一個打bnt,AZ, 05/22 20:53 ,64,1,3,3,覺青
3126,/bbs/Gossiping/M.1621687218.A.C11.html,bingreen,覺青會嘴秋跟你說不打BNT，結果秒搶光,AZ, 05/22 21:01 ,73,1,3,3,覺青
3127,/bbs/Gossiping/M.1621687218.A.C11.html,richard42,覺青去打BNT你也不會知道啦,AZ, 05/22 21:09 ,79,1,3,3,覺青
3128,/bbs/Gossiping/M.1621687218.A.C11.html,auxiliary11,覺青當然要打國產阿打什麼AZ看不起人膩,AZ, 05/22 21:51 ,89,1,3,3,"覺青,打國產"
3129,/bbs/Gossiping/M.1621686741.A.A22.html,pink0518,我要BNT覺青打國產,AZ, 05/22 20:33 ,26,1,3,3,覺青打國產
3130,/bbs/Gossiping/M.1621686741.A.A22.html,KeynesGG,國民bnt蟑螂國產這樣也夠分配不過蟑螂撐的到那時嗎,AZ, 05/22 20:34 ,29,1,3,2,蟑螂國產
3131,/bbs/Gossiping/M.1621686741.A.A22.html,ju06080719,BNT>>AZ>>>>>>>>>>>國產,AZ, 05/22 20:35 ,56,1,1,3,BNT>>AZ>>>>>>>>>>>國產
3132,/bbs/Gossiping/M.1621686741.A.A22.html,mapulcatt,BNT>AZ>>>>國產,AZ, 05/22 20:36 ,71,1,1,1,BNT>AZ>>>>國產
3133,/bbs/Gossiping/M.1621686741.A.A22.html,wow123475,BNT>>>>ALL,AZ, 05/22 20:36 ,91,1,1,3,BNT>>>>ALL
3134,/bbs/Gossiping/M.1621686741.A.A22.html,lovecutes,覺青又再扯調包沒看到AZ來都會送測實驗室一周嗎???,AZ, 05/22 20:37 ,95,1,3,3,覺青
3135,/bbs/Gossiping/M.1621686741.A.A22.html,netio,817只能打AZ,AZ, 05/22 20:37 ,98,1,3,3,"817,打AZ"
3136,/bbs/Gossiping/M.1621686741.A.A22.html,Adobola,BNT>AZ>科興>>>>>>高端,AZ, 05/22 20:37 ,106,1,1,1,BNT>AZ>科興>>>>>>高端
3137,/bbs/Gossiping/M.1621686741.A.A22.html,netio,817不可能去打中國代理BNT,AZ, 05/22 20:38 ,122,1,3,3,817
3138,/bbs/Gossiping/M.1621686741.A.A22.html,shoes922,BNT>>>>>>>>>國產,AZ, 05/22 20:40 ,149,1,1,1,BNT>>>>>>>>>國產
3139,/bbs/Gossiping/M.1621686741.A.A22.html,kito326,我打BNT817打國產,AZ, 05/22 20:40 ,151,1,3,3,817打國產
3140,/bbs/Gossiping/M.1621686741.A.A22.html,willieliu,BNT>>>>>>>>>>>>>>>>>Other,AZ, 05/22 20:43 ,192,1,1,3,BNT>>>>>>>>>>>>>>>>>Other
3141,/bbs/Gossiping/M.1621686741.A.A22.html,newup,bnt>az>>>>>>>>>>>>>>>>國產還用說,AZ, 05/22 20:44 ,199,1,1,3,"bnt>az,國產"
3142,/bbs/Gossiping/M.1621686741.A.A22.html,cc520,蟑螂要進化國產高端加科興混打,AZ, 05/22 20:48 ,240,1,3,2,"蟑螂,國產"
3143,/bbs/Gossiping/M.1621686741.A.A22.html,gyarados,BNT覺青不要跟我搶,AZ, 05/22 20:48 ,243,1,3,3,覺青
3144,/bbs/Gossiping/M.1621686741.A.A22.html,cherrybabe,AZ洋垃圾,AZ, 05/22 20:53 ,281,1,1,1,AZ洋垃圾
3145,/bbs/Gossiping/M.1621686741.A.A22.html,jarry011,不打AZ會被蟑螂出征,AZ, 05/22 20:55 ,290,1,3,2,蟑螂
3146,/bbs/Gossiping/M.1621686741.A.A22.html,q0054124,AZ韓國廠>BNT中國廠,AZ, 05/22 20:57 ,295,1,0,0,
3147,/bbs/Gossiping/M.1621686741.A.A22.html,Evoque,BNT，817自己去打國產,AZ, 05/22 20:58 ,305,1,3,3,"817,打國產"
3148,/bbs/Gossiping/M.1621686741.A.A22.html,k1314520illy,蟑螂會搶光國產，我只好選BNT,AZ, 05/22 21:03 ,320,1,3,2,"蟑螂,選BNT"
3149,/bbs/Gossiping/M.1621686741.A.A22.html,totomo168,BNT>>AZ>>>>>>>>國產等等解盲結果再說,AZ, 05/22 21:05 ,328,1,1,1,BNT>>AZ>>>>>>>>國產
3150,/bbs/Gossiping/M.1621686741.A.A22.html,iamdahiphop,BNT我打國產給覺青,AZ, 05/22 21:07 ,331,1,1,1,國產給覺青
3151,/bbs/Gossiping/M.1621686741.A.A22.html,Ivudaisuki,BNT>>>>>>>>AZ>>>>>>>>>>>>>>>>>>>>>>國產,AZ, 05/22 21:12 ,340,1,1,3,BNT>>>>>>>>AZ>>>>>>>>>>>>>>>>>>>>>>國產
3152,/bbs/Gossiping/M.1621686741.A.A22.html,BrandonMai,最高端的疫苗當然留給817,AZ, 05/22 21:15 ,350,1,3,3,"高端,817"
3153,/bbs/Gossiping/M.1621686741.A.A22.html,FIFI8488,最高端的疫苗留給高端的817慢慢打啦,AZ, 05/22 21:33 ,395,1,3,3,"高端,817"
3154,/bbs/Gossiping/M.1621686741.A.A22.html,rosydark,bnt>az>騙錢國產,AZ, 05/22 21:43 ,417,1,1,1,bnt>az>騙錢國產
3155,/bbs/Gossiping/M.1621686741.A.A22.html,Jameshunter,BNT>=AZ>>>>>>>>>>>>>>>>>>>>>炒股國產,AZ, 05/22 21:47 ,422,1,1,3,BNT>=AZ>>>>>>>>>>>>>>>>>>>>>炒股國產
3156,/bbs/Gossiping/M.1621686741.A.A22.html,lp1417,蟑螂打國產我打BNT,AZ, 05/22 22:00 ,436,1,3,2,"蟑螂,國產"
3157,/bbs/Gossiping/M.1621686741.A.A22.html,tist,蟑螂、覺青打國產我打BNT,AZ, 05/22 22:15 ,446,1,3,2,"蟑螂,覺青打國產"
3158,/bbs/Gossiping/M.1621686741.A.A22.html,momvic110456,這邊是認為高端解盲後不錯都會被抹成覺青或蟑螂嗎,AZ, 05/23 00:33 ,504,1,3,2,"高端,覺青,蟑螂"
3159,/bbs/Gossiping/M.1621686741.A.A22.html,linlin24,BNT國產留給覺青蟑螂打,AZ, 05/23 01:14 ,507,1,3,2,"國產,覺青蟑螂"
3160,/bbs/Gossiping/M.1621652948.A.2D8.html,earthuncuttv,韭菜打高端剛好,AZ, 05/22 20:46 ,21,1,3,3,韭菜打高端
3161,/bbs/Gossiping/M.1621624351.A.90F.html,uhbygv45,台灣可以選AZ比美國強相當有道理給覺青拿去宣傳一下,AZ, 05/22 03:23 ,8,1,3,3,覺青
3162,/bbs/Gossiping/M.1621618042.A.EE7.html,GoaCorolla,什麼?幹您娘即期AZ疫苗啦,AZ, 05/22 01:30 ,13,1,1,1,幹您娘即期AZ疫苗
3163,/bbs/Gossiping/M.1621616952.A.7B6.html,Tiphareth,有八卦是柯黑把醫護當成智障不會判斷AZ能不能打,AZ, 05/22 01:17 ,31,1,3,2,"八卦,柯黑,智障"
3164,/bbs/Gossiping/M.1621616952.A.7B6.html,songmeng,北爛政府騙大家能買到其他疫苗讓大家不想打AZ你有批嗎,AZ, 05/22 01:25 ,71,1,4,1,北爛政府
3165,/bbs/Gossiping/M.1621616952.A.7B6.html,FrankCastle,當初他媽沒3+11破口就不用打AZ了啦還當初勒,AZ, 05/22 01:37 ,182,1,4,1,他媽
3166,/bbs/Gossiping/M.1621616952.A.7B6.html,aquaespoir,所以那些禁打AZ的國家是智障就對了？,AZ, 05/22 02:29 ,499,1,2,2,"禁打AZ的國家,智障"
3167,/bbs/Gossiping/M.1621616952.A.7B6.html,theclgy2001,北七自己不打AZ的一群廢物怕副作用？現在怎麼不怕了廢物永遠是廢物,AZ, 05/22 09:41 ,1130,1,3,2,"北七,一群廢物,廢物永遠是廢物"
3168,/bbs/Gossiping/M.1621616952.A.7B6.html,gamer,梁是垃圾沒錯，但說即期AZ是在鬼扯吧，陳是醫師，順位排第一，當初一收到AZ就能打好嗎。,AZ, 05/22 10:29 ,1179,1,5,1,垃圾
3169,/bbs/Gossiping/M.1621614808.A.5AA.html,stalna,一講AZ不好蟑螂就會深氣氣XDD,AZ, 05/22 01:42 ,51,1,3,2,AZ不好蟑螂
3170,/bbs/Gossiping/M.1621614808.A.5AA.html,xxxHHHxxx,你還真的以為AZ是垃圾可悲,AZ, 05/22 10:02 ,185,1,1,1,AZ是垃圾可悲
3171,/bbs/Gossiping/M.1621614808.A.5AA.html,Koibito,原來AZ是垃圾，唯一支持科興,AZ, 05/22 11:15 ,212,1,1,1,AZ是垃圾
3172,/bbs/Gossiping/M.1621611980.A.BE8.html,DudeFromMars,當然是Moderna或pfizer，不過韭菜只有高端可以打,AZ, 05/22 00:00 ,65,1,3,3,"韭菜,高端"
3173,/bbs/Gossiping/M.1621611980.A.BE8.html,KDGC,覺青當然是選政府強力推薦的國產4％用莫德納輝瑞AZ剛剛好,AZ, 05/22 00:10 ,98,1,3,3,"覺青,國產4％"
3174,/bbs/Gossiping/M.1621611980.A.BE8.html,herikocat,不過輝瑞應該拿不到了國產疫苗訂購了1005萬劑817一人兩劑會不夠,AZ, 05/22 01:07 ,155,1,0,0,
3175,/bbs/Gossiping/M.1621609528.A.5FB.html,gogobar,我國外有朋友說他鄰居打AZ打到血栓死掉，操他媽的,AZ, 05/21 23:06 ,13,1,1,1,"打AZ,血栓死掉,操他媽的"
3176,/bbs/Gossiping/M.1621609456.A.4B8.html,C00L,就只買得到az阿不知在幹三小,AZ, 05/21 23:05 ,5,1,4,1,"az,幹三小"
3177,/bbs/Gossiping/M.1621606255.A.3E6.html,kerbi,照你這樣講機組還不是一樣被逼著打AZ這爛疫苗然後不想打,AZ, 05/22 00:45 ,505,1,1,2,"AZ,爛疫苗"
3178,/bbs/Gossiping/M.1621601254.A.199.html,stank1240,他們這群不要臉的垃圾狂吹有bnt結果咧？大家都在等bnt根本沒人要打az操你媽的現在甩鍋大家就一個心態有BMW可以開誰跟你去開垃圾菌問題政府就是說謊只進了垃圾菌而已啊無可耐何只能用,AZ, 05/21 21:15 ,12,1,4,1,"這群不要臉的垃圾,操你媽的,垃圾菌,政府,說謊"
3179,/bbs/Gossiping/M.1621598446.A.823.html,carto,我以為817應該在PG嫌AZ的時候，反著幹，拼命去打疫苗才對,AZ, 05/21 20:22 ,68,1,3,3,"817,嫌AZ,反著幹"
3180,/bbs/Gossiping/M.1621594886.A.48D.html,carto,蟑螂接到指令，現在狂打柯批沒管理萬華，打PG酸AZ又打AZ,AZ, 05/21 19:15 ,55,1,3,2,"蟑螂,酸AZ,打AZ"
3181,/bbs/Gossiping/M.1621594498.A.63C.html,usoppp,這人閉嘴的話就不會當賤人了誰叫你要偷打打了AZ還要裝受虐兒真的沒有下限,AZ, 05/21 20:56 ,125,1,5,2,"閉嘴,賤人,受虐兒"
3182,/bbs/Gossiping/M.1621592179.A.AB0.html,Tsucomi69,想等BNT莫德納也要被低能罵，真的垃圾到極點,AZ, 05/21 18:22 ,50,1,3,1,"低能,垃圾"
3183,/bbs/Gossiping/M.1621592179.A.AB0.html,rbcajyh,要打AZ酸她的蟑螂真的噁心,AZ, 05/21 19:28 ,259,1,3,2,"蟑螂,噁心"
3184,/bbs/Gossiping/M.1621592179.A.AB0.html,yangevan79,還不是政府只有AZ，沒上前線的廢物沒資格罵人,AZ, 05/21 20:14 ,322,1,3,2,"政府,AZ,廢物"
3185,/bbs/Gossiping/M.1621592179.A.AB0.html,folker,很多醫護對AZ有疑慮是事實阿!!!今天PG打AZ是為了上戰場不的不的決定，犧牲奉獻還要被網軍攻擊，真的是鬼島。,AZ, 05/22 00:36 ,411,1,2,1,"網軍,鬼島"
3186,/bbs/Gossiping/M.1621592179.A.AB0.html,aa2425,蔡母豬身為領導人到現在還不打AZ不就全台最賤,AZ, 05/22 10:48 ,440,1,4,1,"蔡母豬,全台最賤"
3187,/bbs/Gossiping/M.1621583245.A.E0B.html,lucky1017,你他媽垃圾中央只給Az又要別人站第一線不然你生別的,AZ, 05/21 15:48 ,11,1,4,1,你他媽垃圾中央
3188,/bbs/Gossiping/M.1621583245.A.E0B.html,AHDAN123,只有AZ又要人站第一線再酸知錯能改幹破你娘,AZ, 05/21 16:20 ,409,1,4,1,幹破你娘
3189,/bbs/Gossiping/M.1621583245.A.E0B.html,loki94y,一堆腦麻兒以為難保存運送的疫苗別人自己要用的疫苗很快就能到？認為沒必要打自己就不要打跑出來呼籲az疫苗爛叫大家不要打還一堆吃屎賤畜在護航笑死,AZ, 05/21 16:50 ,504,1,3,2,"一堆腦麻兒,az疫苗爛,一堆吃屎賤畜"
3190,/bbs/Gossiping/M.1621583245.A.E0B.html,loki94y,自己風險高要去等低溫運送別人自己要用的mRNA疫苗情有可原啊但還跑出來公開呼籲AZ他媽爛大家不要打還一堆吃屎賤畜護航ㄏㄏ,AZ, 05/21 16:57 ,525,1,3,2,"AZ他媽爛,一堆吃屎賤畜"
3191,/bbs/Gossiping/M.1621583245.A.E0B.html,Sanger,放寬3+11讓病毒進來，逼得第一線醫護沒得選，疫苗只有AZ，只能打AZ，還敢嘴，沾沾自喜，無恥丟臉邏輯錯誤。,AZ, 05/21 17:31 ,578,1,4,3,"只能打AZ,無恥丟臉邏輯錯誤"
3192,/bbs/Gossiping/M.1621569689.A.FA7.html,radi035,蟑螂洗了3天AZ很香，你這樣不講武德？,AZ, 05/21 12:06 ,51,1,3,2,蟑螂
3193,/bbs/Gossiping/M.1621569689.A.FA7.html,nask,覺青是誰一直在抹黑AZ疫苗?,AZ, 05/21 12:16 ,129,1,3,3,"覺青,抹黑AZ"
3194,/bbs/Gossiping/M.1621569689.A.FA7.html,parislove3,以日本這種破爛防疫打不打AZ其實也沒差,AZ, 05/21 13:36 ,197,1,2,1,"日本,破爛防疫"
3195,/bbs/Gossiping/M.1621561083.A.9F6.html,SRT0619,沒3+11誰願意打美國人不打的AZ帶風向的良心被狗吃了,AZ, 05/21 12:56 ,95,1,1,1,良心被狗吃
3196,/bbs/Gossiping/M.1621559262.A.A9E.html,yao03911,蟑螂817打國產剛好，我們打莫德納,AZ, 05/21 10:01 ,123,1,3,3,蟑螂817打國產
3197,/bbs/Gossiping/M.1621559262.A.A9E.html,jerrylin,應該是一堆低能買了滿手高端疫苗股票怕出不了貨吧,AZ, 05/21 10:02 ,124,1,3,2,一堆低能
3198,/bbs/Gossiping/M.1621559262.A.A9E.html,gd9381,先給人打國產蟑螂才能打bnt啊,AZ, 05/21 12:24 ,261,1,3,2,國產蟑螂
3199,/bbs/Gossiping/M.1621559262.A.A9E.html,xhung,國產的沒有三期AZ副作用比較高還在狂推垃圾無良蟑螂,AZ, 05/21 12:56 ,277,1,3,1,"國產,垃圾無良蟑螂"
3200,/bbs/Gossiping/M.1621559262.A.A9E.html,Wtrmln0708,AZ不會是第一選擇但某族群也不用偷推垃圾科興^^,AZ, 05/21 22:33 ,308,1,1,1,"AZ,某族群,垃圾科興"
3201,/bbs/Gossiping/M.1621559262.A.A9E.html,littmann,好啊，AZ不打，國產又靠北，怎麼不去印度死一死,AZ, 05/22 09:50 ,310,1,3,2,"國產,靠北,不去印度死一死"
3202,/bbs/Gossiping/M.1621557819.A.D02.html,scum5566,bnt莫得那輝瑞>>>>>>>>>>>>>>>>>>az>>>>>>>>>>>>>國產,AZ, 05/21 08:47 ,34,1,1,1,bnt莫得那輝瑞>>>>>>>>>>>>>>>>>>az>>>>>>>>>>>>>國產
3203,/bbs/Gossiping/M.1621534293.A.D61.html,pinhanpaul,我不希望AZ跟一個垃圾走在一起,AZ, 05/21 02:14 ,1,1,1,1,"AZ,垃圾"
3204,/bbs/Gossiping/M.1621519266.A.7E0.html,handtall,AZ垃圾給覺青打，我們要打輝瑞的,AZ, 05/20 23:57 ,311,1,1,1,"AZ垃圾,覺青"
3205,/bbs/Gossiping/M.1621510203.A.761.html,radi035,反觀台灣沒得選蟑螂想打還打不到AZ,AZ, 05/20 19:49 ,71,1,3,2,蟑螂
3206,/bbs/Gossiping/M.1621510203.A.761.html,radi035,日文蟑螂看不懂啊他們只會叫喊AZ危險你們沒資格打,AZ, 05/20 19:51 ,74,1,3,2,蟑螂
3207,/bbs/Gossiping/M.1621510203.A.761.html,radi035,蟑螂只會看標題-->日本人都打AZ柯韓粉一直罵XDDD,AZ, 05/20 19:53 ,79,1,3,2,"蟑螂,AZ柯韓粉"
3208,/bbs/Gossiping/M.1621510203.A.761.html,lumwhola,一堆智障在跳針有莫德納誰要打AZ連paper都看不懂的人就不要出來鬧笑話了,AZ, 05/20 19:58 ,85,1,3,2,一堆智障
3209,/bbs/Gossiping/M.1621504099.A.4F3.html,gogobar,我就說了.AZ跟台產的，就跟吃屎喝尿意思一樣都是垃圾,AZ, 05/20 17:49 ,5,1,1,1,"AZ,台產,吃屎喝尿,垃圾"
3210,/bbs/Gossiping/M.1621504099.A.4F3.html,jexcel,到底是多低端人口想打AZ有骨氣一點等輝瑞,AZ, 05/20 18:45 ,186,1,3,2,"低端,打AZ"
3211,/bbs/Gossiping/M.1621502405.A.D10.html,q5h67z,因為有廢物政府讓人沒得選只能打az,AZ, 05/20 17:30 ,42,1,4,2,廢物政府
3212,/bbs/Gossiping/M.1621502405.A.D10.html,ptt5566fan,AZ沒那麼差是被柯韓糞洗成垃圾的,AZ, 05/20 17:31 ,46,1,3,2,"AZ,差,柯韓糞,垃圾"
3213,/bbs/Gossiping/M.1621502405.A.D10.html,johnny9667,4一堆智障在亂黑AZ,AZ, 05/20 17:49 ,133,1,3,2,"一堆智障,亂黑AZ"
3214,/bbs/Gossiping/M.1621502405.A.D10.html,HIRUMA,有個垃圾又無能的政府超前一年手上只有AZ還能怎樣？,AZ, 05/20 18:05 ,156,1,4,2,"垃圾,無能的政府"
3215,/bbs/Gossiping/M.1621502405.A.D10.html,AGATELINK,會只有az可以打，就是政府無能的體現，養外交部一群廢物,AZ, 05/20 18:18 ,170,1,4,2,"政府無能,養外交部一群廢物"
3216,/bbs/Gossiping/M.1621473959.A.18E.html,leonian,AZ但韭菜沒得選QQ,AZ, 05/20 09:34 ,42,1,3,3,"AZ,韭菜"
3217,/bbs/Gossiping/M.1621473959.A.18E.html,hyuchi0202,韭菜還以為自己有AZ打，預約的早就都取消給醫護,AZ, 05/20 09:34 ,43,1,3,3,"韭菜,有AZ打"
3218,/bbs/Gossiping/M.1621473959.A.18E.html,jimmyliu1217,我要打AZ台灣價值的疫苗留給狗娘覺青蟑螂們,AZ, 05/20 09:35 ,49,1,3,2,"打AZ,狗娘覺青蟑螂們"
3219,/bbs/Gossiping/M.1621473959.A.18E.html,mnpoi,覺青打國產其他打az,AZ, 05/20 09:39 ,58,1,3,3,覺青打國產
3220,/bbs/Gossiping/M.1621473959.A.18E.html,speedythief,817打國產，剩下打AZ,AZ, 05/20 09:42 ,67,1,3,3,817打國產
3221,/bbs/Gossiping/M.1621473959.A.18E.html,zankuro,之前怪817亂吹捧AZ，現在又搶著打AZ，叫817打國產？,AZ, 05/20 09:46 ,76,1,3,3,"817亂吹捧AZ,817打國產"
3222,/bbs/Gossiping/M.1621473959.A.18E.html,FireAce1986,817打國產，其他人AZ，結案,AZ, 05/20 09:52 ,88,1,3,3,817打國產
3223,/bbs/Gossiping/M.1621473959.A.18E.html,kuso10582,當然是AZ啊輝瑞=莫德納>AZ>>>>>>科興>>>>>>>>>>>>國產,AZ, 05/20 10:16 ,110,1,1,1,輝瑞=莫德納>AZ>>>>>>科興>>>>>>>>>>>>國產
3224,/bbs/Gossiping/M.1621444345.A.FDA.html,deep0723,AZ就爛阿不能等輝瑞嗎政府買不到好疫苗讓人民打現在檢討人民就對了？,AZ, 05/20 01:33 ,26,1,1,1,"AZ,爛"
3225,/bbs/Gossiping/M.1621428762.A.A7F.html,rustic5566,莫德納當然打啊國產的留給蟑螂用,AZ, 05/19 20:58 ,63,1,3,2,"國產,蟑螂"
3226,/bbs/Gossiping/M.1621428762.A.A7F.html,Hitimothy,有得選輝瑞莫德納。沒得選AZ.國產留給817和小菸總,AZ, 05/19 20:59 ,68,1,3,2,"國產留給817,小菸總"
